order,time,runtime,pipeline,default_hp,f1_macro,accuracy,neg_log_loss,new_best,evaluation_report,status,exception,data-pre-processor_class,data-pre-processor_hps,feature-pre-processor_class,feature-pre-processor_hps,learner_class,learner_hps
124,1784630634.877915,23.988107442855835,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('feature-pre-processor',
                 SelectPercentile(percentile=15,
                                  score_func=<function mutual_info_classif at 0x70f8a8c6e050>)),
                ('learner',
                 RandomForestClassifier(criterion='entropy', max_features=22,
                                        min_samples_leaf=14,
                                        min_samples_split=20, n_estimators=512,
                                        warm_start=True))])",False,0.5864,0.5923,-0.6723,True,"{'f1_macro': [0.6302212710666106, 0.6194430029406677, 0.515577007459412, 0.5313843614098631, 0.6231617647058824, 0.5986738283794936], 'accuracy': [0.6402439024390244, 0.6212121212121212, 0.5208333333333334, 0.534965034965035, 0.6341463414634146, 0.6022727272727273], 'neg_log_loss': [-0.6626201734767494, -0.6277579189960601, -0.7386721064691978, -0.6999727836839774, -0.6721425845648243, -0.6328473918924045]}",ok,,sklearn.feature_selection._variance_threshold.VarianceThreshold,,sklearn.feature_selection._univariate_selection.SelectPercentile,"{'percentile': 15.669304503342, 'score_func': 'mutual_info'}",sklearn.ensemble._forest.RandomForestClassifier,"{'bootstrap': 'True', 'criterion': 'entropy', 'max_depth': 'None', 'max_features': 0.4659036130738, 'max_leaf_nodes': 'None', 'min_impurity_decrease': 0.0, 'min_samples_leaf': 14, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0}"
81,1784629322.0410032,9.254152774810791,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('feature-pre-processor', SelectPercentile(percentile=6)),
                ('learner',
                 RandomForestClassifier(max_features=11, min_samples_leaf=2,
                                        min_samples_split=4, n_estimators=512,
                                        warm_start=True))])",False,0.5862,0.5941,-0.6761,True,"{'f1_macro': [0.6160429859911725, 0.612546762589928, 0.4642857142857143, 0.5871166865790521, 0.6160429859911725, 0.6210163652024117], 'accuracy': [0.6280487804878049, 0.6136363636363636, 0.4791666666666667, 0.5944055944055944, 0.6280487804878049, 0.6212121212121212], 'neg_log_loss': [-0.68243141783627, -0.6424614336745217, -0.7395666543115853, -0.6678057638962615, -0.6857488282024545, -0.6386799882741707]}",ok,,sklearn.feature_selection._variance_threshold.VarianceThreshold,,sklearn.feature_selection._univariate_selection.SelectPercentile,"{'percentile': 6.2928286016923, 'score_func': 'f_classif'}",sklearn.ensemble._forest.RandomForestClassifier,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth': 'None', 'max_features': 0.3665292684076, 'max_leaf_nodes': 'None', 'min_impurity_decrease': 0.0, 'min_samples_leaf': 2, 'min_samples_split': 4, 'min_weight_fraction_leaf': 0.0}"
98,1784630075.0818102,21.38640308380127,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('feature-pre-processor',
                 SelectPercentile(percentile=2,
                                  score_func=<function mutual_info_classif at 0x70f8a8c6e050>)),
                ('learner',
                 RandomForestClassifier(max_features=14, min_samples_split=17,
                                        n_estimators=512, warm_start=True))])",False,0.5858,0.5893,-0.6662,True,"{'f1_macro': [0.6477105709440362, 0.6216067524720938, 0.49978289188015634, 0.5236368980551609, 0.6218484218484219, 0.6001863932898416], 'accuracy': [0.6524390243902439, 0.625, 0.5, 0.5244755244755245, 0.6280487804878049, 0.6060606060606061], 'neg_log_loss': [-0.6331314678800334, -0.6587732481015567, -0.7172006825499672, -0.7003349387662612, -0.6364613359956924, -0.6511246044906169]}",ok,,sklearn.feature_selection._variance_threshold.VarianceThreshold,,sklearn.feature_selection._univariate_selection.SelectPercentile,"{'percentile': 2.3794022718805, 'score_func': 'mutual_info'}",sklearn.ensemble._forest.RandomForestClassifier,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth': 'None', 'max_features': 0.4024558567439, 'max_leaf_nodes': 'None', 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 17, 'min_weight_fraction_leaf': 0.0}"
60,1784628830.112679,16.03135085105896,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('feature-pre-processor',
                 SelectPercentile(percentile=1,
                                  score_func=<function mutual_info_classif at 0x70f8a8c6e050>)),
                ('learner',
                 RandomForestClassifier(criterion='entropy', max_features=164,
                                        min_samples_leaf=18,
                                        min_samples_split=10, n_estimators=512,
                                        warm_start=True))])",False,0.5857,0.5877,-0.6797,True,"{'f1_macro': [0.6363363024767918, 0.6432022084195997, 0.4945151382185169, 0.4892857142857143, 0.6146932686928958, 0.6361757105943153], 'accuracy': [0.6402439024390244, 0.6439393939393939, 0.5, 0.48951048951048953, 0.6158536585365854, 0.6363636363636364], 'neg_log_loss': [-0.6489954898877341, -0.6414780255862643, -0.7602511442108894, -0.7363319370763736, -0.656200502779575, -0.6350144762692749]}",ok,,sklearn.feature_selection._variance_threshold.VarianceThreshold,,sklearn.feature_selection._univariate_selection.SelectPercentile,"{'percentile': 1.7244341686784, 'score_func': 'mutual_info'}",sklearn.ensemble._forest.RandomForestClassifier,"{'bootstrap': 'True', 'criterion': 'entropy', 'max_depth': 'None', 'max_features': 0.7664131631599, 'max_leaf_nodes': 'None', 'min_impurity_decrease': 0.0, 'min_samples_leaf': 18, 'min_samples_split': 10, 'min_weight_fraction_leaf': 0.0}"
110,1784630298.8368905,73.10353541374207,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('feature-pre-processor', SelectPercentile(percentile=79)),
                ('learner',
                 RandomForestClassifier(max_features=133, min_samples_leaf=6,
                                        min_samples_split=13, n_estimators=512,
                                        warm_start=True))])",False,0.5855,0.5903,-0.6654,True,"{'f1_macro': [0.6286231884057971, 0.6043936858951043, 0.5343915343915344, 0.5406946096039034, 0.6126129503955607, 0.592497670083877], 'accuracy': [0.6341463414634146, 0.6098484848484849, 0.5416666666666666, 0.541958041958042, 0.6158536585365854, 0.5984848484848485], 'neg_log_loss': [-0.6519434212536287, -0.6392171916535986, -0.7166774574809914, -0.6820473948596459, -0.6556486737350085, -0.646593628539258]}",ok,,sklearn.feature_selection._variance_threshold.VarianceThreshold,,sklearn.feature_selection._univariate_selection.SelectPercentile,"{'percentile': 79.165496972495, 'score_func': 'f_classif'}",sklearn.ensemble._forest.RandomForestClassifier,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth': 'None', 'max_features': 0.7341447952385, 'max_leaf_nodes': 'None', 'min_impurity_decrease': 0.0, 'min_samples_leaf': 6, 'min_samples_split': 13, 'min_weight_fraction_leaf': 0.0}"
101,1784630096.507426,25.79666781425476,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('feature-pre-processor', SelectPercentile(percentile=97)),
                ('learner',
                 RandomForestClassifier(bootstrap=False, criterion='entropy',
                                        max_features=16, min_samples_leaf=3,
                                        min_samples_split=5, n_estimators=512,
                                        warm_start=True))])",False,0.5845,0.5875,-0.6639,True,"{'f1_macro': [0.5902293492448256, 0.6216067524720938, 0.52997497551953, 0.5570396619871882, 0.5831339712918661, 0.6251521298174443], 'accuracy': [0.5914634146341463, 0.625, 0.53125, 0.5629370629370629, 0.5853658536585366, 0.6287878787878788], 'neg_log_loss': [-0.6623249401894463, -0.6368804121138245, -0.7155827267438446, -0.6771342071121658, -0.6576048481586844, -0.6336631225908598]}",ok,,sklearn.feature_selection._variance_threshold.VarianceThreshold,,sklearn.feature_selection._univariate_selection.SelectPercentile,"{'percentile': 97.8352686658606, 'score_func': 'f_classif'}",sklearn.ensemble._forest.RandomForestClassifier,"{'bootstrap': 'False', 'criterion': 'entropy', 'max_depth': 'None', 'max_features': 0.418519734657, 'max_leaf_nodes': 'None', 'min_impurity_decrease': 0.0, 'min_samples_leaf': 3, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0}"
65,1784629028.06208,13.48635745048523,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('feature-pre-processor',
                 SelectPercentile(score_func=<function mutual_info_classif at 0x70f8a8c6e050>)),
                ('learner',
                 RandomForestClassifier(bootstrap=False, criterion='entropy',
                                        max_features=1, min_samples_leaf=3,
                                        min_samples_split=19, n_estimators=512,
                                        warm_start=True))])",False,0.5843,0.5915,-0.6708,True,"{'f1_macro': [0.6069882498453927, 0.6144982433819597, 0.5366388767003072, 0.5557692307692308, 0.5980392156862745, 0.5939168794984908], 'accuracy': [0.6219512195121951, 0.6174242424242424, 0.5416666666666666, 0.5594405594405595, 0.6097560975609756, 0.5984848484848485], 'neg_log_loss': [-0.6762055596120823, -0.6435956910644751, -0.7157797606532728, -0.6737792370357452, -0.6682978123068516, -0.6471866771681807]}",ok,,sklearn.feature_selection._variance_threshold.VarianceThreshold,,sklearn.feature_selection._univariate_selection.SelectPercentile,"{'percentile': 10.5398757124399, 'score_func': 'mutual_info'}",sklearn.ensemble._forest.RandomForestClassifier,"{'bootstrap': 'False', 'criterion': 'entropy', 'max_depth': 'None', 'max_features': 0.0650416784781, 'max_leaf_nodes': 'None', 'min_impurity_decrease': 0.0, 'min_samples_leaf': 3, 'min_samples_split': 19, 'min_weight_fraction_leaf': 0.0}"
22,1784628009.9295478,4.3989152908325195,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner', RandomForestClassifier())])",True,0.5836,0.5872,-0.6644,True,"{'f1_macro': [0.6095238095238096, 0.6092407708381704, 0.4920634920634921, 0.5633587786259542, 0.6134246267819059, 0.613962444441227], 'accuracy': [0.6097560975609756, 0.6136363636363636, 0.5, 0.5664335664335665, 0.6158536585365854, 0.6174242424242424], 'neg_log_loss': [-0.6686567787070385, -0.6425045114500234, -0.7010306104074852, -0.6678550369847129, -0.6594377486088101, -0.6471104914234722]}",ok,,sklearn.feature_selection._variance_threshold.VarianceThreshold,,,,sklearn.ensemble._forest.RandomForestClassifier,
55,1784628768.7130196,7.863431692123413,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('feature-pre-processor', SelectPercentile(percentile=1)),
                ('learner',
                 RandomForestClassifier(criterion='entropy', max_features=346,
                                        min_samples_leaf=8,
                                        min_samples_split=17, n_estimators=512,
                                        warm_start=True))])",False,0.5835,0.5919,-0.7168,True,"{'f1_macro': [0.6049728049728049, 0.6287878787878788, 0.5224936443019785, 0.5184469865795077, 0.5975224962019399, 0.6287026406429392], 'accuracy': [0.6219512195121951, 0.6287878787878788, 0.53125, 0.5244755244755245, 0.6158536585365854, 0.6287878787878788], 'neg_log_loss': [-0.8006203593914626, -0.6426596392032526, -0.7252408215779749, -0.6904772426334351, -0.8023445884759085, -0.6391758507075072]}",ok,,sklearn.feature_selection._variance_threshold.VarianceThreshold,,sklearn.feature_selection._univariate_selection.SelectPercentile,"{'percentile': 1.6660368863309, 'score_func': 'f_classif'}",sklearn.ensemble._forest.RandomForestClassifier,"{'bootstrap': 'True', 'criterion': 'entropy', 'max_depth': 'None', 'max_features': 0.8778261095338, 'max_leaf_nodes': 'None', 'min_impurity_decrease': 0.0, 'min_samples_leaf': 8, 'min_samples_split': 17, 'min_weight_fraction_leaf': 0.0}"
126,1784630682.6786854,56.206154108047485,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('feature-pre-processor', SelectPercentile(percentile=87)),
                ('learner',
                 RandomForestClassifier(max_features=90, min_samples_leaf=4,
                                        min_samples_split=10, n_estimators=512,
                                        warm_start=True))])",False,0.5825,0.5878,-0.664,True,"{'f1_macro': [0.6342468342468343, 0.595959595959596, 0.515577007459412, 0.5357142857142857, 0.6296853831100406, 0.5840093376130726], 'accuracy': [0.6402439024390244, 0.6022727272727273, 0.5208333333333334, 0.5384615384615384, 0.6341463414634146, 0.5909090909090909], 'neg_log_loss': [-0.650410671080149, -0.6417021214089536, -0.7067914665153334, -0.6791150715885542, -0.6588808462566421, -0.6470907614883049]}",ok,,sklearn.feature_selection._variance_threshold.VarianceThreshold,,sklearn.feature_selection._univariate_selection.SelectPercentile,"{'percentile': 87.2775912116011, 'score_func': 'f_classif'}",sklearn.ensemble._forest.RandomForestClassifier,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth': 'None', 'max_features': 0.6768426658922, 'max_leaf_nodes': 'None', 'min_impurity_decrease': 0.0, 'min_samples_leaf': 4, 'min_samples_split': 10, 'min_weight_fraction_leaf': 0.0}"
66,1784629041.5513244,34.28450632095337,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('feature-pre-processor',
                 SelectPercentile(percentile=86,
                                  score_func=<function mutual_info_classif at 0x70f8a8c6e050>)),
                ('learner',
                 RandomForestClassifier(bootstrap=False, max_features=29,
                                        min_samples_leaf=14,
                                        min_samples_split=17, n_estimators=512,
                                        warm_start=True))])",False,0.5822,0.586,-0.6698,True,"{'f1_macro': [0.606006006006006, 0.613380312323285, 0.5174825174825175, 0.5346153846153846, 0.6126129503955607, 0.6092407708381704], 'accuracy': [0.6097560975609756, 0.6174242424242424, 0.5208333333333334, 0.5384615384615384, 0.6158536585365854, 0.6136363636363636], 'neg_log_loss': [-0.6603280268851816, -0.6414849619171058, -0.7302872080454704, -0.6863851056037507, -0.660638252492821, -0.6399003347425622]}",ok,,sklearn.feature_selection._variance_threshold.VarianceThreshold,,sklearn.feature_selection._univariate_selection.SelectPercentile,"{'percentile': 86.4958643048869, 'score_func': 'mutual_info'}",sklearn.ensemble._forest.RandomForestClassifier,"{'bootstrap': 'False', 'criterion': 'gini', 'max_depth': 'None', 'max_features': 0.5084734086023, 'max_leaf_nodes': 'None', 'min_impurity_decrease': 0.0, 'min_samples_leaf': 14, 'min_samples_split': 17, 'min_weight_fraction_leaf': 0.0}"
